"","county","swing","change_query_incidence","state","lat_long.lon","lat_long.lat"
"501","MONROE",1.131659e-01,  9,"TENNESSEE", -85.24246,  36.43701
"502","MONROE",1.721688e-01,  9,"WEST VIRGINIA", -80.58828,  37.56020
"503","MONROE",1.575630e-01,  9,"WISCONSIN", -89.63845,  42.60112
"504","BILLINGS",1.266306e-01,  3,"NORTH DAKOTA",-103.39061,  47.05603
"505","TRAVERSE",1.526107e-01,  6,"MINNESOTA", -94.01746,  44.34858
"506","MASON",1.983151e-01,  0,"ILLINOIS", -88.62366,  38.95310
"507","MASON",1.284843e-01,  0,"KENTUCKY", -83.88971,  38.61941
"508","MASON",1.393173e-01,  0,"MICHIGAN", -84.44358,  42.57920
"509","CHESTER",3.183991e-03,  0,"PENNSYLVANIA", -75.35575,  39.84956
"510","CHESTER",6.681725e-02,  0,"SOUTH CAROLINA", -81.21426,  34.70486
"511","CHESTER",8.493215e-02,  0,"TENNESSEE", -88.67236,  35.42709
"512","AUSTIN",4.901439e-02,  0,"TEXAS", -97.74306,  30.26715
"513","MASON",8.512462e-02,  0,"TEXAS", -99.23061,  30.74879
"514","MASON",7.710473e-02,  0,"WASHINGTON",-123.19514,  47.42511
"515","MASON",2.200168e-01,  0,"WEST VIRGINIA", -82.02903,  39.02175
"516","VALLEY",6.758444e-02, -2,"IDAHO",-115.79264,  44.92047
"517","VALLEY",1.895932e-01, -2,"MONTANA",-106.83048,  48.28557
"518","VALLEY",1.387916e-01, -2,"NEBRASKA", -96.34694,  41.31260
