"","county","swing","change_query_incidence","state","lat_long.lon","lat_long.lat"
"33","WASHINGTON",-4.442849e-02, -9,"IOWA", -91.69164,  41.30141
"34","WASHINGTON", 2.020483e-02, -9,"KANSAS", -97.05086,  39.81806
"35","WASHINGTON", 8.148229e-03, -9,"KENTUCKY", -83.80850,  38.61615
"36","WASHINGTON", 1.920484e-02, -9,"LOUISIANA", -92.05706,  30.61631
"37","WASHINGTON",-1.468806e-02, -9,"MAINE", -69.36766,  44.27356
"38","WASHINGTON",-5.397617e-02, -9,"MARYLAND", -77.69942,  39.61305
"39","WASHINGTON",-2.095509e-02, -9,"MINNESOTA", -92.88014,  45.18815
"40","WASHINGTON",-1.118012e-01, -9,"MISSISSIPPI", -91.29928,  31.57878
"41","WASHINGTON", 8.743167e-02, -9,"MISSOURI", -91.01209,  38.55811
"42","WASHINGTON",-3.226868e-02, -9,"NEBRASKA", -96.20808,  41.39750
"43","WASHINGTON",-8.971530e-02, -9,"NEW YORK", -73.67717,  41.78757
"44","WASHINGTON",-4.933232e-02, -9,"NORTH CAROLINA", -77.05217,  35.54655
"45","WASHINGTON", 1.379688e-02, -9,"OHIO", -83.43758,  39.53737
"46","WASHINGTON", 3.214164e-02, -9,"OKLAHOMA", -97.48448,  35.05896
"47","WASHINGTON",-5.963629e-02, -9,"OREGON",-123.13860,  45.54696
"48","WASHINGTON", 7.172658e-02, -9,"PENNSYLVANIA", -80.24617,  40.17396
"49","WASHINGTON",-1.934903e-02, -9,"RHODE ISLAND", -71.66734,  41.45681
"50","WASHINGTON", 3.055565e-02, -9,"TENNESSEE", -82.51858,  36.33210
"51","WASHINGTON", 2.351023e-02, -9,"TEXAS", -96.36516,  30.23530
"52","WASHINGTON", 1.693162e-02, -9,"UTAH",-113.50829,  37.13054
"53","WASHINGTON",-8.955397e-02, -9,"VERMONT", -72.43260,  44.10562
"54","WASHINGTON", 5.165751e-02, -9,"VIRGINIA", -78.15908,  38.71343
"55","WASHINGTON",-1.833398e-03, -9,"WISCONSIN", -91.38370,  44.73805
"56","YORK",-4.234608e-02,  2,"MAINE", -70.64826,  43.16175
"57","YORK",-2.507145e-02,  2,"NEBRASKA", -97.59209,  40.86739
"58","NEW YORK",-2.208445e-02,  2,"NEW YORK", -74.00597,  40.71278
"59","YORK",-3.452646e-02,  2,"PENNSYLVANIA", -76.72696,  39.96107
"60","YORK",-4.778017e-02,  2,"SOUTH CAROLINA", -81.24202,  34.99430
"61","YORK",-4.853452e-02,  2,"VIRGINIA", -76.50967,  37.23876
"62","EL PASO",-7.056533e-02, 21,"COLORADO",-104.47233,  38.91083
"63","EL PASO",-9.905893e-02, 21,"TEXAS",-106.48502,  31.76188
"64","PALM BEACH", 2.150169e-02,  3,"FLORIDA", -80.03643,  26.70562
"65","PIERCE", 4.314424e-02,  3,"GEORGIA", -82.17136,  31.34381
"66","PIERCE",-2.847263e-02,  3,"NEBRASKA", -97.52672,  42.19917
"67","PIERCE", 6.857392e-03,  3,"NORTH DAKOTA",-100.69235,  46.78999
"68","PIERCE",-4.462739e-02,  3,"WASHINGTON",-122.12953,  47.06759
"69","PIERCE", 2.102213e-02,  3,"WISCONSIN", -87.49011,  44.53212
"70","LOS ANGELES",-7.528448e-02,  0,"CALIFORNIA",-118.24264,  34.05491
"71","GRAND",-3.192811e-02,-12,"COLORADO",-106.06402,  40.07274
"72","MONTROSE",-1.311986e-02,-12,"COLORADO",-107.87617,  38.47832
"73","GRAND", 2.024473e-03,-12,"UTAH",-109.75917,  39.08579
"74","MONTEREY",-7.789671e-02,  7,"CALIFORNIA",-121.89777,  36.59729
"75","FRESNO",-8.835276e-02, -3,"CALIFORNIA",-119.78712,  36.73780
"76","HOUSTON",-4.314641e-02,  4,"ALABAMA", -87.25807,  34.14149
"77","HOUSTON",-6.059447e-02,  4,"GEORGIA", -83.63484,  32.42197
"78","HOUSTON",-3.239983e-02,  4,"MINNESOTA", -91.56848,  43.76330
"79","HOUSTON", 1.265644e-01,  4,"TENNESSEE", -87.91781,  35.24147
"80","HOUSTON", 5.502054e-02,  4,"TEXAS", -95.37011,  29.76008
"81","SIERRA",-4.119769e-02, 10,"CALIFORNIA",-120.25127,  39.55328
"82","SIERRA",-2.293405e-02, 10,"NEW MEXICO",-107.10119,  33.13460
"83","EUREKA", 6.243756e-02, -8,"NEVADA",-115.96078,  39.51249
"84","SAN DIEGO",-6.977085e-02, 14,"CALIFORNIA",-117.16108,  32.71574
"85","CHESTER",-2.141559e-02,  5,"PENNSYLVANIA", -75.35575,  39.84956
"86","CHESTER",-5.378887e-02,  5,"SOUTH CAROLINA", -81.21426,  34.70486
"87","CHESTER", 9.066657e-02,  5,"TENNESSEE", -88.67236,  35.42709
"88","SAN FRANCISCO",-1.983556e-02, -3,"CALIFORNIA",-122.41942,  37.77493
"89","OAKLAND",-3.849082e-02, -3,"MICHIGAN", -83.33619,  42.59219
"90","SACRAMENTO",-9.621745e-02,  6,"CALIFORNIA",-121.49442,  38.57813
"91","SAC", 7.735955e-03,  6,"IOWA", -95.14321,  42.35735
"92","HARTFORD",-3.328701e-02,  7,"CONNECTICUT", -72.67337,  41.76580
"93","NEW HAVEN",-5.901169e-02,  7,"CONNECTICUT", -72.92788,  41.30827
"94","HART", 8.171764e-02,  7,"GEORGIA", -82.95016,  34.35000
"95","FORD", 1.628684e-02,  7,"ILLINOIS", -88.20716,  40.49886
"96","FORD",-6.066035e-02,  7,"KANSAS", -99.75402,  37.63613
"97","HART", 1.744065e-02,  7,"KENTUCKY", -85.84862,  37.31013
"98","PASCO",-1.554372e-02,  8,"FLORIDA", -82.43194,  28.32324
"99","RICHLAND",-2.623642e-03,  8,"ILLINOIS", -88.09008,  38.72128
"100","RICHLAND",-6.494947e-03,  8,"LOUISIANA", -91.79284,  32.38873
"101","RICHLAND", 4.270095e-02,  8,"MONTANA",-104.80175,  47.92005
"102","RICHLAND",-8.167334e-02,  8,"NORTH DAKOTA", -96.89587,  46.15468
"103","RICHLAND",-6.656552e-04,  8,"OHIO", -82.51858,  40.75667
"104","RICHLAND",-8.621151e-02,  8,"SOUTH CAROLINA", -80.94289,  34.04122
"105","RICH", 2.255627e-02,  8,"UTAH",-111.18912,  41.56297
"106","YAKIMA",-4.378655e-02,  8,"WASHINGTON",-120.50610,  46.60223
"107","RICHLAND",-9.965327e-02,  8,"WISCONSIN", -90.38679,  43.33471
"108","TWIN FALLS",-2.893665e-02,  2,"IDAHO",-114.47005,  42.55584
"109","FALLS", 3.543496e-02,  2,"TEXAS", -97.00684,  31.16364
"110","FORD", 1.628684e-02,  2,"ILLINOIS", -88.20716,  40.49886
"111","FORD",-6.066035e-02,  2,"KANSAS", -99.75402,  37.63613
"112","BEDFORD", 4.313451e-02,  2,"PENNSYLVANIA", -78.50391,  40.01869
"113","PROVIDENCE",-4.041038e-02,  2,"RHODE ISLAND", -71.41420,  41.82456
"114","BEDFORD", 9.096991e-02,  2,"TENNESSEE", -86.45921,  35.47025
"115","BEDFORD", 1.660073e-02,  2,"VIRGINIA", -79.52309,  37.33431
"116","BAKER", 1.503541e-02, 12,"FLORIDA", -86.68134,  30.79713
"117","BAKER", 2.987633e-02, 12,"GEORGIA", -84.48026,  31.28160
"118","BAKER", 1.439963e-03, 12,"OREGON",-117.83438,  44.77487
"119","BALTIMORE",-6.360449e-02,  7,"MARYLAND", -76.61041,  39.29050
"120","HONOLULU",-1.838277e-01,  5,"HAWAII",-157.85814,  21.30988
"121","DALLAS",-9.541104e-02,  3,"ALABAMA", -87.14229,  32.23321
"122","DALLAS", 4.987683e-02,  3,"ARKANSAS", -94.21910,  34.53594
"123","WORTH", 5.346070e-03,  3,"GEORGIA", -83.88971,  31.52825
"124","DALLAS",-2.299770e-02,  3,"IOWA", -93.98784,  41.61200
"125","WORTH",-1.385392e-02,  3,"IOWA", -93.33889,  43.35807
"126","DALLAS", 3.625280e-02,  3,"MISSOURI", -93.01757,  37.68530
"127","WORTH", 4.756431e-02,  3,"MISSOURI", -94.44413,  40.40499
"128","DALLAS",-8.527651e-02,  3,"TEXAS", -96.79699,  32.77666
"129","MIDLAND", 7.804578e-03,  2,"MICHIGAN", -84.24721,  43.61558
"130","MIDLAND",-8.900685e-03,  2,"TEXAS",-102.07567,  31.99958
"131","RICHMOND",-1.015652e-01, -1,"GEORGIA", -82.08429,  33.32053
"132","RICHMOND",-9.316279e-02, -1,"NEW YORK", -77.53901,  42.82148
"133","RICHMOND", 6.074127e-03, -1,"NORTH CAROLINA", -79.78484,  35.00305
"134","RICH", 2.255627e-02, -1,"UTAH",-111.18912,  41.56297
"135","PETERSBURG",-9.116724e-02, -1,"VIRGINIA", -77.40193,  37.22793
"136","RICHMOND",-4.769728e-02, -1,"VIRGINIA", -77.43605,  37.54072
"137","AUSTIN", 4.681326e-02,  4,"TEXAS", -97.74306,  30.26715
"138","PEORIA",-2.188418e-02, -8,"ILLINOIS", -89.59278,  40.69269
"139","LINCOLN", 1.347979e-01,  4,"ARKANSAS", -94.42347,  35.94760
"140","LINCOLN",-2.991503e-02,  4,"COLORADO",-103.35873,  39.04575
"141","LINCOLN", 5.674327e-03,  4,"GEORGIA", -82.47902,  33.79235
"142","LINCOLN",-3.995591e-02,  4,"IDAHO",-111.96441,  43.51297
"143","LINCOLN", 2.352335e-02,  4,"KANSAS", -98.14770,  39.04033
"144","LINCOLN", 3.106372e-02,  4,"KENTUCKY", -84.64791,  37.47513
"145","LINCOLN",-2.397126e-02,  4,"LOUISIANA", -92.69839,  32.59889
"146","LINCOLN",-3.820202e-02,  4,"MAINE", -68.50459,  45.36221
"147","LINCOLN", 4.282678e-04,  4,"MINNESOTA", -94.64085,  46.21024
"148","LINCOLN",-2.886801e-02,  4,"MISSISSIPPI", -90.52578,  31.53592
"149","LINCOLN", 7.462287e-02,  4,"MISSOURI", -93.33465,  38.39086
"150","LINCOLN",-1.381732e-02,  4,"MONTANA",-112.68171,  46.95494
"151","KEARNEY",-3.515779e-02,  4,"NEBRASKA", -99.08168,  40.69933
"152","LINCOLN", 1.412406e-02,  4,"NEBRASKA", -96.70258,  40.81366
"153","LINCOLN", 1.801794e-02,  4,"NEVADA",-114.52426,  37.66083
"154","LINCOLN",-1.308649e-02,  4,"NEW MEXICO",-105.38387,  33.49203
"155","LINCOLN", 1.618168e-02,  4,"NORTH CAROLINA", -81.25453,  35.47375
"156","LINCOLN", 2.959323e-02,  4,"OKLAHOMA", -96.83510,  35.63426
"157","LINCOLN",-3.161049e-02,  4,"OREGON",-123.94236,  44.60955
"158","LINCOLN",-3.148084e-02,  4,"SOUTH DAKOTA", -96.83510,  43.20269
"159","LINCOLN", 1.161336e-01,  4,"TENNESSEE", -86.62079,  35.12394
"160","LINCOLN", 6.532949e-03,  4,"WASHINGTON",-118.41499,  47.82905
"161","LINCOLN", 1.597733e-01,  4,"WEST VIRGINIA", -82.08429,  38.17610
"162","LINCOLN",-2.100605e-02,  4,"WISCONSIN", -87.64204,  44.61805
"163","LINCOLN", 2.251280e-02,  4,"WYOMING",-110.52155,  42.07033
"164","DENVER",-4.842590e-02,  5,"COLORADO",-104.99025,  39.73924
"165","DAY",-1.048750e-02,  8,"SOUTH DAKOTA", -97.70237,  45.41675
"166","HARRIS", 6.744685e-03,  0,"GEORGIA", -84.85679,  32.70327
"167","HARRISON",-2.400978e-02,  0,"INDIANA", -87.42222,  39.52861
"168","HARRISON",-5.242099e-02,  0,"IOWA", -95.81429,  41.69339
"169","HARRISON", 1.470977e-02,  0,"KENTUCKY", -83.17410,  38.60588
"170","HARRISON",-1.649429e-03,  0,"MISSISSIPPI", -89.01793,  30.43209
"171","HARRISON", 4.638450e-02,  0,"MISSOURI", -94.34884,  38.65334
"172","HARRISON", 4.602881e-02,  0,"OHIO", -84.79160,  39.25370
"173","HARRIS",-5.173350e-02,  0,"TEXAS", -95.31025,  29.77518
"174","HARRISON", 4.358155e-02,  0,"TEXAS", -94.31542,  32.55392
"175","HARRISONBURG",-1.346950e-01,  0,"VIRGINIA", -78.86978,  38.44600
"176","HARRISON", 5.615481e-02,  0,"WEST VIRGINIA", -80.36586,  39.33481
"177","BUTTE",-3.856872e-02,-16,"CALIFORNIA",-121.53700,  39.62540
"178","BUTTE", 2.468919e-02,-16,"IDAHO",-113.18414,  43.64482
"179","BUTTE",-4.212924e-03,-16,"SOUTH DAKOTA",-103.70089,  44.92520
"180","RENO",-3.733648e-04, 13,"KANSAS", -95.11997,  39.05111
"181","THOMAS",-2.383165e-02,  9,"GEORGIA", -83.84730,  30.84174
"182","THOMAS", 3.683537e-02,  9,"KANSAS",-101.07118,  39.37029
"183","THOMAS", 3.250869e-02,  9,"NEBRASKA",-100.52961,  41.98821
"184","VICTORIA",-1.826557e-02,  3,"TEXAS", -97.00360,  28.80527
"185","SAN LUIS OBISPO",-4.182954e-02,  9,"CALIFORNIA",-120.65962,  35.28275
"186","SANTA BARBARA",-5.258054e-02,  9,"CALIFORNIA",-119.69894,  34.42028
"187","LAKE",-4.679024e-02, 14,"CALIFORNIA",-122.21320,  40.35507
"188","LAKE",-6.338908e-02, 14,"COLORADO",-100.93652,  32.34976
"189","LAKE",-2.024401e-02, 14,"FLORIDA", -81.77870,  28.70285
"190","LAKE",-5.096002e-02, 14,"ILLINOIS", -87.61864,  42.29046
"191","LAKE",-4.192878e-02, 14,"INDIANA", -87.30161,  41.48973
"192","LAKE",-8.682357e-03, 14,"MICHIGAN", -87.22202,  43.45010
"193","LAKE",-4.343821e-03, 14,"MINNESOTA", -93.83189,  43.84190
"194","LAKE",-4.221814e-02, 14,"MONTANA",-114.13392,  47.67137
"195","LAKE",-8.396299e-03, 14,"OHIO", -81.25188,  41.98153
"196","LAKE",-6.404233e-03, 14,"OREGON",-120.56577,  42.69863
"197","LAKE",-1.585827e-02, 14,"SOUTH DAKOTA", -97.17903,  43.94668
"198","LAKE", 9.150208e-03, 14,"TENNESSEE", -89.49312,  36.32707
"199","SALT LAKE",-8.463259e-03, 14,"UTAH",-111.88814,  40.76056
"200","PHILADELPHIA",-5.274053e-02,  8,"PENNSYLVANIA", -75.16522,  39.95258
"201","FAYETTE", 7.235077e-02, -3,"ALABAMA", -87.83085,  33.68455
"202","LAFAYETTE", 8.772097e-02, -3,"ARKANSAS", -93.62178,  33.25117
"203","LAFAYETTE", 5.090422e-02, -3,"FLORIDA", -83.20776,  30.02996
"204","FAYETTE",-5.637693e-02, -3,"GEORGIA", -84.45504,  33.44863
"205","FAYETTE", 5.378637e-02, -3,"ILLINOIS", -89.01793,  39.06696
"206","FAYETTE",-2.709320e-02, -3,"INDIANA", -85.14794,  39.59204
"207","FAYETTE",-5.787813e-02, -3,"IOWA", -91.80211,  42.84193
"208","FAYETTE",-3.903918e-02, -3,"KENTUCKY", -84.48026,  38.06065
"209","LAFAYETTE", 2.258535e-02, -3,"LOUISIANA", -92.01984,  30.22409
"210","LAFAYETTE",-1.366610e-02, -3,"MISSISSIPPI", -89.47422,  34.41870
"211","LAFAYETTE", 3.322403e-02, -3,"MISSOURI", -93.98784,  39.00313
"212","FAYETTE",-2.078570e-02, -3,"OHIO", -84.32689,  41.67338
"213","FAYETTE", 7.978246e-02, -3,"PENNSYLVANIA", -79.65021,  39.92723
"214","FAYETTE", 4.332792e-02, -3,"TENNESSEE", -89.47422,  35.12574
"215","FAYETTE", 4.919801e-02, -3,"TEXAS", -96.83510,  29.88964
"216","FAYETTE", 1.387751e-01, -3,"WEST VIRGINIA", -81.10399,  38.05289
"217","LAFAYETTE",-4.944645e-02, -3,"WISCONSIN", -90.07468,  42.62932
"218","SANTA FE",-4.821939e-02,  8,"NEW MEXICO",-105.93819,  35.68943
"219","MILWAUKEE",-5.933400e-02,  1,"WISCONSIN", -87.90968,  43.04103
"220","BUFFALO",-5.956304e-02,  2,"NEBRASKA", -99.83539,  40.98917
"221","BUFFALO",-9.787699e-03,  2,"SOUTH DAKOTA",-103.54603,  45.58416
"222","BUFFALO", 1.821233e-02,  2,"WISCONSIN", -91.86336,  44.23055
"223","JEFFERSON",-7.552072e-02, -5,"ALABAMA", -87.90172,  32.38596
"224","COLUMBIA", 3.705708e-02, -5,"ARKANSAS", -93.17797,  33.12852
"225","JEFFERSON", 1.090408e-02, -5,"ARKANSAS", -92.16404,  34.38065
"226","JEFFERSON",-5.123370e-02, -5,"COLORADO",-105.80060,  39.37725
"227","COLUMBIA", 9.296570e-03, -5,"FLORIDA", -82.60512,  30.18127
"228","JEFFERSON", 4.746768e-02, -5,"FLORIDA", -83.88971,  30.43120
"229","COLUMBIA",-3.909211e-02, -5,"GEORGIA", -82.25833,  33.50985
"230","JEFFERSON",-5.766541e-02, -5,"GEORGIA", -83.57239,  34.11705
"231","JEFFERSON", 7.003996e-03, -5,"IDAHO",-112.24937,  43.76409
"232","JEFFERSON", 1.489859e-02, -5,"ILLINOIS", -88.86470,  38.22673
"233","JEFFERSON",-4.937990e-02, -5,"INDIANA", -86.59000,  40.27944
"234","JEFFERSON",-3.097324e-02, -5,"IOWA", -94.37742,  42.01725
"235","JEFFERSON",-5.879307e-03, -5,"KANSAS", -95.76257,  37.10958
"236","JEFFERSON",-4.806877e-02, -5,"KENTUCKY", -85.64349,  38.19381
"237","JEFFERSON",-2.740496e-02, -5,"LOUISIANA", -90.15313,  29.96604
"238","JEFFERSON",-7.715938e-02, -5,"MISSISSIPPI", -90.98207,  31.71578
"239","JEFFERSON", 6.190731e-02, -5,"MISSOURI", -92.26304,  38.58923
"240","JEFFERSON",-3.053699e-02, -5,"MONTANA",-112.07530,  46.14506
"241","JEFFERSON",-1.344368e-02, -5,"NEBRASKA", -97.17903,  40.16807
"242","COLUMBIA",-5.631178e-02, -5,"NEW YORK", -73.96257,  40.80754
"243","JEFFERSON",-5.025273e-02, -5,"NEW YORK", -74.61026,  42.48133
"244","JEFFERSON", 5.077582e-02, -5,"OHIO", -80.76981,  41.73867
"245","JEFFERSON", 1.358600e-01, -5,"OKLAHOMA", -97.79061,  36.72059
"246","COLUMBIA",-1.282228e-02, -5,"OREGON",-123.03572,  45.91971
"247","JEFFERSON",-1.046425e-02, -5,"OREGON",-123.01037,  44.71957
"248","COLUMBIA",-3.497473e-02, -5,"PENNSYLVANIA", -76.50441,  40.03371
"249","JEFFERSON", 4.392803e-02, -5,"PENNSYLVANIA", -80.05895,  39.93007
"250","JEFFERSON", 7.503740e-02, -5,"TENNESSEE", -83.46436,  36.04178
"251","JEFFERSON", 6.333792e-03, -5,"TEXAS", -94.34519,  32.75736
"252","COLUMBIA", 1.067079e-04, -5,"WASHINGTON",-117.81426,  46.27751
"253","JEFFERSON",-2.961443e-02, -5,"WASHINGTON",-123.30401,  47.74245
"254","JEFFERSON",-1.134367e-02, -5,"WEST VIRGINIA", -81.78041,  38.37537
"255","COLUMBIA",-7.990115e-02, -5,"WISCONSIN", -89.32270,  43.40466
"256","JEFFERSON",-3.169970e-02, -5,"WISCONSIN", -88.80733,  43.00556
"257","LEXINGTON",-3.372239e-02, -3,"SOUTH CAROLINA", -81.23621,  33.98154
"258","LEXINGTON", 1.249905e-02, -3,"VIRGINIA", -79.44282,  37.78402
"259","KEOKUK",-2.373750e-02, -1,"IOWA", -91.39640,  40.40447
"260","COLUMBUS", 2.922876e-02, -2,"NORTH CAROLINA", -82.19706,  35.25317
"261","DALE",-3.970993e-02,  5,"ALABAMA", -85.68458,  31.46453
"262","FAYETTE", 7.235077e-02,  5,"ALABAMA", -87.83085,  33.68455
"263","FAYETTE",-5.637693e-02,  5,"GEORGIA", -84.45504,  33.44863
"264","FAYETTE", 5.378637e-02,  5,"ILLINOIS", -89.01793,  39.06696
"265","FAYETTE",-2.709320e-02,  5,"INDIANA", -85.14794,  39.59204
"266","FAYETTE",-5.787813e-02,  5,"IOWA", -91.80211,  42.84193
"267","SMITH", 4.984812e-02,  5,"KANSAS", -98.74812,  39.73338
"268","FAYETTE",-3.903918e-02,  5,"KENTUCKY", -84.48026,  38.06065
"269","SMITH",-3.500916e-02,  5,"MISSISSIPPI", -89.47422,  32.08266
"270","FAYETTE",-2.078570e-02,  5,"OHIO", -84.32689,  41.67338
"271","ROGERS", 7.377604e-02,  5,"OKLAHOMA", -95.64580,  36.38981
"272","FAYETTE", 7.978246e-02,  5,"PENNSYLVANIA", -79.65021,  39.92723
"273","FAYETTE", 4.332792e-02,  5,"TENNESSEE", -89.47422,  35.12574
"274","SMITH", 1.646598e-01,  5,"TENNESSEE", -85.97132,  36.23885
"275","FAYETTE", 4.919801e-02,  5,"TEXAS", -96.83510,  29.88964
"276","SMITH",-1.174196e-04,  5,"TEXAS", -95.31025,  32.33525
"277","FAYETTE", 1.387751e-01,  5,"WEST VIRGINIA", -81.10399,  38.05289
"278","WICHITA", 1.342268e-02,  2,"KANSAS", -97.33822,  37.69345
"279","HUTCHINSON", 1.520096e-02,  2,"SOUTH DAKOTA", -97.69823,  43.30172
"280","HUTCHINSON", 2.774834e-02,  2,"TEXAS", -96.71305,  32.64930
"281","WICHITA", 2.210967e-02,  2,"TEXAS", -98.74812,  33.93097
"282","SIOUX",-2.082139e-02,  9,"IOWA", -96.40494,  42.49634
"283","SIOUX", 1.443966e-02,  9,"NEBRASKA",-103.72892,  42.50129
"284","SIOUX",-8.406055e-02,  9,"NORTH DAKOTA",-101.11754,  46.05120
"285","HART", 8.171764e-02,  4,"GEORGIA", -82.95016,  34.35000
"286","ELKHART",-7.053186e-02,  4,"INDIANA", -85.97352,  41.68738
"287","ELK", 3.670568e-02,  4,"KANSAS", -96.15270,  37.39364
"288","HART", 1.744065e-02,  4,"KENTUCKY", -85.84862,  37.31013
"289","ELK", 3.725076e-02,  4,"PENNSYLVANIA", -78.56609,  41.42849
"290","DECATUR",-4.002222e-02, 10,"GEORGIA", -84.29631,  33.77483
"291","CHAMPAIGN",-2.624348e-02, 10,"ILLINOIS", -88.24352,  40.11629
"292","DECATUR",-3.335383e-02, 10,"INDIANA", -84.92913,  40.83060
"293","DECATUR",-8.142601e-03, 10,"IOWA", -93.83383,  40.74194
"294","DECATUR", 2.835706e-02, 10,"KANSAS",-100.52961,  39.74804
"295","CHAMPAIGN",-1.654199e-02, 10,"OHIO", -83.80487,  40.10258
"296","DECATUR", 1.572303e-01, 10,"TENNESSEE", -84.79022,  35.51479
"297","FAYETTE", 7.235077e-02,  3,"ALABAMA", -87.83085,  33.68455
"298","FAYETTE",-5.637693e-02,  3,"GEORGIA", -84.45504,  33.44863
"299","FAYETTE", 5.378637e-02,  3,"ILLINOIS", -89.01793,  39.06696
"300","FAYETTE",-2.709320e-02,  3,"INDIANA", -85.14794,  39.59204
"301","FAYETTE",-5.787813e-02,  3,"IOWA", -91.80211,  42.84193
"302","FAYETTE",-3.903918e-02,  3,"KENTUCKY", -84.48026,  38.06065
"303","DURHAM",-8.425719e-02,  3,"NORTH CAROLINA", -78.90021,  35.99557
"304","FAYETTE",-2.078570e-02,  3,"OHIO", -84.32689,  41.67338
"305","FAYETTE", 7.978246e-02,  3,"PENNSYLVANIA", -79.65021,  39.92723
"306","FAYETTE", 4.332792e-02,  3,"TENNESSEE", -89.47422,  35.12574
"307","FAYETTE", 4.919801e-02,  3,"TEXAS", -96.83510,  29.88964
"308","FAYETTE", 1.387751e-01,  3,"WEST VIRGINIA", -81.10399,  38.05289
"309","RALEIGH", 1.165452e-01,  3,"WEST VIRGINIA", -81.17427,  37.75678
"310","JUNEAU",-6.592557e-02,  3,"WISCONSIN", -88.70876,  43.40813
"311","CEDAR",-2.965693e-02,  6,"IOWA", -92.52575,  41.21223
"312","DUBUQUE",-5.574777e-03,  6,"IOWA", -90.66775,  42.50636
"313","IOWA",-1.753125e-02,  6,"IOWA", -93.09770,  41.87800
"314","CEDAR", 5.073440e-02,  6,"MISSOURI", -93.86553,  37.70312
"315","CEDAR", 1.612513e-02,  6,"NEBRASKA", -97.17903,  42.56103
"316","IOWA",-8.292029e-02,  6,"WISCONSIN", -88.78787,  43.78444
"317","INDIANA", 3.364838e-02,  9,"PENNSYLVANIA", -79.15253,  40.62146
"318","PLATTE", 1.330630e-02,  8,"MISSOURI", -94.76916,  39.34756
"319","PLATTE",-4.560458e-02,  8,"NEBRASKA", -98.28242,  41.05697
"320","PLATTE", 1.605827e-02,  8,"WYOMING",-104.84546,  42.05056
"321","SARASOTA",-4.658539e-03,  8,"FLORIDA", -82.53101,  27.33647
"322","PETERSBURG",-9.116724e-02,  8,"VIRGINIA", -77.40193,  37.22793
"323","GREENWOOD", 5.417042e-02,  0,"KANSAS", -96.15270,  37.90259
"324","GREEN", 1.062078e-02,  0,"KENTUCKY", -83.07517,  38.14064
"325","WOOD",-5.804722e-02,  0,"OHIO", -83.67739,  41.34785
"326","GREENVILLE",-2.696487e-02,  0,"SOUTH CAROLINA", -82.40002,  34.84850
"327","GREENWOOD",-3.709105e-02,  0,"SOUTH CAROLINA", -82.16179,  34.19540
"328","WOOD", 6.363204e-02,  0,"TEXAS", -95.35209,  32.82962
"329","WOOD", 2.376779e-02,  0,"WEST VIRGINIA", -81.47184,  39.21543
