"","county","swing","change_query_incidence","state","lat_long.lon","lat_long.lat"
"1","YUMA",-1.658171e-02,-32,"ARIZONA",-114.62769,  32.69265
"2","YUMA", 1.493810e-02,-32,"COLORADO",-102.72521,  40.12221
"3","DALE",-3.970993e-02,  0,"ALABAMA", -85.68458,  31.46453
"4","LAUDERDALE", 5.411767e-02,  0,"ALABAMA", -87.65811,  34.88409
"5","MIAMI",-5.244307e-02,  0,"INDIANA", -86.10649,  40.61405
"6","MIAMI", 2.588460e-02,  0,"KANSAS", -94.81060,  38.63817
"7","LAUDERDALE",-8.408614e-02,  0,"MISSISSIPPI", -88.51171,  32.52085
"8","MIAMI", 1.988806e-02,  0,"OHIO", -84.73449,  39.50875
"9","LAUDERDALE", 5.295249e-02,  0,"TENNESSEE", -89.66281,  35.78388
"10","BROWN", 5.533935e-03, 26,"ILLINOIS", -90.71527,  39.93796
"11","ALLEN",-5.217386e-02, 26,"INDIANA", -85.02335,  41.09326
"12","BROWN",-3.699335e-02, 26,"INDIANA", -86.17518,  39.17497
"13","ALLEN",-2.845389e-02, 26,"KANSAS", -96.16972,  38.65612
"14","BROWN", 1.528151e-02, 26,"KANSAS", -95.47778,  39.77005
"15","ALLEN", 1.131350e-02, 26,"KENTUCKY", -82.72797,  37.61005
"16","ALLEN", 1.372729e-01, 26,"LOUISIANA", -93.28833,  31.83528
"17","BROWN",-3.436699e-02, 26,"MINNESOTA", -94.64503,  44.22944
"18","BROWN", 1.141644e-02, 26,"NEBRASKA", -99.99123,  42.50529
"19","ALLEN",-4.187026e-02, 26,"OHIO", -84.14351,  40.76995
"20","BROWN",-1.275740e-02, 26,"OHIO", -84.08016,  40.13739
"21","BROWN",-3.225217e-02, 26,"SOUTH DAKOTA", -98.25427,  45.75815
"22","BROWN", 4.015921e-02, 26,"TEXAS", -98.92453,  31.77051
"23","BROWN",-4.104274e-02, 26,"WISCONSIN", -87.93348,  44.45617
"24","ALPENA", 1.848665e-02,-39,"MICHIGAN", -83.43275,  45.06168
"25","WASHINGTON", 4.268251e-02, -9,"ALABAMA", -88.24612,  31.34223
"26","WASHINGTON", 2.011331e-02, -9,"ARKANSAS", -93.68302,  33.77484
"27","WASHINGTON",-2.325538e-03, -9,"COLORADO",-102.98962,  40.06374
"28","WASHINGTON", 2.352459e-02, -9,"FLORIDA", -85.68458,  30.54874
"29","WASHINGTON",-6.107216e-02, -9,"GEORGIA", -82.73931,  33.73679
"30","WASHINGTON",-2.102745e-02, -9,"IDAHO",-116.75486,  44.36587
"31","WASHINGTON", 3.225908e-02, -9,"ILLINOIS", -89.40731,  40.70365
"32","WASHINGTON",-1.498726e-02, -9,"INDIANA", -87.17279,  38.65922
