"","city","change_query_incidence","state","county_name","office","swing","lat_long.lon","lat_long.lat"
"294","UNION",NA,"LOUISIANA","UNION","US PRESIDENT",   -58, -90.90006,  30.09151
"295","UNION",NA,"PENNSYLVANIA","UNION","US PRESIDENT",    37, -77.05645,  40.98949
"296","UNION",NA,"KENTUCKY","UNION","US PRESIDENT",   835, -84.68050,  38.94590
"297","UNION",NA,"NEW JERSEY","UNION","US PRESIDENT", -1665, -74.26998,  40.69639
"298","UNION",NA,"ARKANSAS","UNION","US PRESIDENT",    22, -92.53960,  33.14311
"299","UNION",NA,"NORTH CAROLINA","UNION","US PRESIDENT",  6984, -80.54384,  34.93387
"300","UNION",NA,"GEORGIA","UNION","US PRESIDENT",   760, -83.97443,  34.84576
"301","UNION",NA,"TENNESSEE","UNION","US PRESIDENT",  -185, -89.05701,  36.42423
"302","UNION",NA,"INDIANA","UNION","US PRESIDENT",   -39, -87.43540,  38.46522
"303","UNION",NA,"OHIO","UNION","US PRESIDENT",   545, -84.30630,  39.89773
"304","WARREN",NA,"NEW JERSEY","WARREN","US PRESIDENT", -1756, -74.51395,  40.63781
"305","WARREN",NA,"NEW YORK","WARREN","US PRESIDENT", -2005, -74.94426,  42.88741
"306","WARREN",NA,"NORTH CAROLINA","WARREN","US PRESIDENT",  -108, -78.01954,  36.43521
"307","WARREN",NA,"INDIANA","WARREN","US PRESIDENT",   211, -85.42720,  40.68282
"308","WARREN",NA,"NEW YORK","WARREN","US PRESIDENT",NA, -74.94426,  42.88741
"309","WARREN",NA,"MISSOURI","WARREN","US PRESIDENT",   475, -91.75655,  39.77365
"310","WARREN",NA,"PENNSYLVANIA","WARREN","US PRESIDENT",   325, -79.14504,  41.84395
"311","WARREN",NA,"GEORGIA","WARREN","US PRESIDENT",   -25, -82.69154,  33.44704
"312","WARREN",NA,"MISSISSIPPI","WARREN","US PRESIDENT",NA, -90.79132,  32.39895
"313","WARREN",NA,"VIRGINIA","WARREN","US PRESIDENT",   990, -78.24761,  38.93317
"314","WARREN",NA,"IOWA","WARREN","US PRESIDENT",NA, -93.50035,  41.30805
"315","WARREN",NA,"GEORGIA","WARREN","US PRESIDENT",NA, -82.69154,  33.44704
"316","WARREN",NA,"ILLINOIS","WARREN","US PRESIDENT",NA, -89.98957,  42.49640
"317","WARREN",NA,"TENNESSEE","WARREN","US PRESIDENT",  -552, -85.80766,  35.71157
"318","WARREN",NA,"MISSISSIPPI","WARREN","US PRESIDENT",NA, -90.79132,  32.39895
"319","WARREN",NA,"TENNESSEE","WARREN","US PRESIDENT",NA, -85.80766,  35.71157
"320","WARREN",NA,"IOWA","WARREN","US PRESIDENT",NA, -93.50035,  41.30805
"321","WARREN",NA,"OHIO","WARREN","US PRESIDENT",  4870, -80.81842,  41.23756
"322","WARREN",NA,"KENTUCKY","WARREN","US PRESIDENT",   391, -86.49965,  36.98860
"323","WARREN",NA,"ILLINOIS","WARREN","US PRESIDENT",  -242, -89.98957,  42.49640
"324","WASHINGTON",NA,"OKLAHOMA","WASHINGTON","US PRESIDENT",  -789, -97.48448,  35.05896
"325","WASHINGTON",NA,"MARYLAND","WASHINGTON","US PRESIDENT",  1905, -77.69942,  39.61305
"326","WASHINGTON",NA,"MAINE","WASHINGTON","US PRESIDENT",NA, -69.36766,  44.27356
"327","WASHINGTON",NA,"OHIO","WASHINGTON","US PRESIDENT",   265, -83.43758,  39.53737
"328","WASHINGTON",NA,"MISSOURI","WASHINGTON","US PRESIDENT",NA, -91.01209,  38.55811
"329","WASHINGTON",NA,"ILLINOIS","WASHINGTON","US PRESIDENT",   319, -89.40731,  40.70365
"330","WASHINGTON",NA,"NEBRASKA","WASHINGTON","US PRESIDENT",   474, -96.20808,  41.39750
"331","WASHINGTON",NA,"PENNSYLVANIA","WASHINGTON","US PRESIDENT",NA, -80.24617,  40.17396
"332","WASHINGTON",NA,"MINNESOTA","WASHINGTON","US PRESIDENT",NA, -92.88014,  45.18815
"333","WASHINGTON",NA,"UTAH","WASHINGTON","US PRESIDENT",  7387,-113.50829,  37.13054
"334","WASHINGTON",NA,"IDAHO","WASHINGTON","US PRESIDENT",   -40,-116.75486,  44.36587
"335","WASHINGTON",NA,"ALABAMA","WASHINGTON","US PRESIDENT",   107, -88.24612,  31.34223
"336","WASHINGTON",NA,"RHODE ISLAND","WASHINGTON","US PRESIDENT", -3194, -71.66734,  41.45681
"337","WASHINGTON",NA,"ARKANSAS","WASHINGTON","US PRESIDENT",  1725, -93.68302,  33.77484
"338","WASHINGTON",NA,"MINNESOTA","WASHINGTON","US PRESIDENT",   -74, -92.88014,  45.18815
"339","WASHINGTON",NA,"NEW YORK","WASHINGTON","US PRESIDENT", -1748, -73.67717,  41.78757
"340","WASHINGTON",NA,"FLORIDA","WASHINGTON","US PRESIDENT",  -140, -85.68458,  30.54874
"341","WASHINGTON",NA,"NEW YORK","WASHINGTON","US PRESIDENT",NA, -73.67717,  41.78757
"342","WASHINGTON",NA,"NORTH CAROLINA","WASHINGTON","US PRESIDENT",    85, -77.05217,  35.54655
"343","WASHINGTON",NA,"OREGON","WASHINGTON","US PRESIDENT", -6253,-123.13860,  45.54696
"344","WASHINGTON",NA,"WISCONSIN","WASHINGTON","US PRESIDENT",  7036, -91.38370,  44.73805
"345","WASHINGTON",NA,"VIRGINIA","WASHINGTON","US PRESIDENT",  2064, -78.15908,  38.71343
"346","WASHINGTON",NA,"INDIANA","WASHINGTON","US PRESIDENT",    14, -87.17279,  38.65922
"347","WASHINGTON",NA,"VERMONT","WASHINGTON","US PRESIDENT", -1973, -72.43260,  44.10562
"348","WASHINGTON",NA,"TEXAS","WASHINGTON","US PRESIDENT",   681, -96.36516,  30.23530
"349","WASHINGTON",NA,"GEORGIA","WASHINGTON","US PRESIDENT",NA, -82.73931,  33.73679
"350","WASHINGTON",NA,"MAINE","WASHINGTON","US PRESIDENT",  -443, -69.36766,  44.27356
"351","WASHINGTON",NA,"GEORGIA","WASHINGTON","US PRESIDENT",   107, -82.73931,  33.73679
"352","WASHINGTON",NA,"LOUISIANA","WASHINGTON","US PRESIDENT",  -417, -92.05706,  30.61631
"353","WASHINGTON",NA,"TENNESSEE","WASHINGTON","US PRESIDENT",   467, -82.51858,  36.33210
"354","WASHINGTON",NA,"COLORADO","WASHINGTON","US PRESIDENT",   127,-102.98962,  40.06374
"355","WASHINGTON",NA,"PENNSYLVANIA","WASHINGTON","US PRESIDENT",  2478, -80.24617,  40.17396
"356","WASHINGTON",NA,"KENTUCKY","WASHINGTON","US PRESIDENT",   190, -83.80850,  38.61615
"357","WASHINGTON",NA,"KANSAS","WASHINGTON","US PRESIDENT",    68, -97.05086,  39.81806
"358","WASHINGTON",NA,"MISSISSIPPI","WASHINGTON","US PRESIDENT",   833, -91.29928,  31.57878
"359","WASHINGTON",NA,"MISSOURI","WASHINGTON","US PRESIDENT",NA, -91.01209,  38.55811
"360","WASHINGTON",NA,"IOWA","WASHINGTON","US PRESIDENT",   315, -91.69164,  41.30141
"361","WESTON",NA,"WYOMING","WESTON","US PRESIDENT",   203,-105.33610,  44.63693
"362","WILLIAMSBURG",NA,"VIRGINIA","WILLIAMSBURG","US PRESIDENT",NA, -76.70980,  37.27573
"363","WILLIAMSBURG",NA,"SOUTH CAROLINA","WILLIAMSBURG","US PRESIDENT",    56, -79.65021,  33.62936
"364","WILLIAMSBURG",NA,"VIRGINIA","WILLIAMSBURG","US PRESIDENT",   575, -76.70980,  37.27573
"365","WORCESTER",NA,"MASSACHUSETTS","WORCESTER","US PRESIDENT", -3863, -71.80249,  42.26281
"366","WORCESTER",NA,"MARYLAND","WORCESTER","US PRESIDENT",   344, -75.43447,  38.15842
"367","YAKIMA",NA,"WASHINGTON","YAKIMA","US PRESIDENT",   293,-120.50610,  46.60223
"368","YUMA",NA,"COLORADO","YUMA","US PRESIDENT",   204,-102.72521,  40.12221
"369","YUMA",NA,"ARIZONA","YUMA","US PRESIDENT", -1225,-114.62769,  32.69265
